CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,ProductDiversity,Country,AvgItemsPerOrder,SpendingVariability,CustomerLifetimeDays
13116,138,1,501.14,2,1,2,1.7000000000000002,Needs Attention,30,United Kingdom,9.7,8.02050937127516,0
13117,22,8,984.91,3,4,3,3.3000000000000003,Loyal,66,United Kingdom,12.43421052631579,6.254219340685414,350
13118,20,5,1197.81,3,4,3,3.3000000000000003,Loyal,68,United Kingdom,5.189873417721519,14.898066702220476,269
13120,239,1,30.599999999999998,1,1,1,1.0,At Risk,1,United Kingdom,12.0,0.0,0
13121,269,1,283.73,1,1,1,1.0,At Risk,50,United Kingdom,5.04,3.7968145671263507,0
13122,94,2,922.39,2,2,3,2.3,Needs Attention,54,United Kingdom,10.636363636363637,4.765605497476239,146
13124,90,3,3866.33,2,3,4,2.9,Loyal,185,United Kingdom,9.136170212765958,13.849812360805922,269
13126,5,8,2099.64,4,4,4,4.0,Champions,124,United Kingdom,15.307142857142857,8.181387401596695,361
13127,78,1,259.17,2,1,1,1.4000000000000001,At Risk,15,United Kingdom,8.466666666666667,6.868984329162917,0
13130,94,1,64.0,2,1,1,1.4000000000000001,At Risk,2,United Kingdom,16.0,9.899494936611665,0
13131,23,3,1073.3,3,3,3,3.0,Loyal,30,United Kingdom,10.159090909090908,24.59772534130287,164
13132,262,1,77.3,1,1,1,1.0,At Risk,3,United Kingdom,6.666666666666667,16.67822932248305,0
13133,274,2,109.8,1,2,1,1.3,At Risk,7,United Kingdom,4.571428571428571,4.145752272478651,30
13134,86,4,1793.58,2,3,4,2.9,Loyal,94,United Kingdom,10.806122448979592,8.53061803237648,154
13135,197,1,3096.0,1,1,4,1.9,Needs Attention,1,United Kingdom,4300.0,0.0,0
13136,56,5,2607.61,2,4,4,3.2,Loyal,94,United Kingdom,10.456692913385826,8.588852821442538,156
13137,11,8,3650.41,4,4,4,4.0,Champions,345,United Kingdom,3.1619318181818183,4.948075470949751,298
13138,22,6,962.39,3,4,3,3.3000000000000003,Loyal,31,United Kingdom,7.507936507936508,3.9158336728996344,350
13139,16,7,5064.94,4,4,4,4.0,Champions,132,United Kingdom,14.264705882352942,18.783841726427546,243
13140,108,3,423.72,2,3,2,2.3,Needs Attention,40,United Kingdom,4.043478260869565,6.994096751688574,258
13141,85,5,2388.75,2,4,4,3.2,Loyal,113,United Kingdom,11.466666666666667,10.04593343631965,230
13142,19,1,307.09,3,1,1,1.8000000000000003,Needs Attention,23,United Kingdom,11.217391304347826,7.405796656043963,0
13144,333,1,110.95,1,1,1,1.0,At Risk,3,United Kingdom,7.0,23.180613307963473,0
13145,40,4,618.52,3,3,2,2.7,Loyal,5,United Kingdom,24.166666666666668,104.31928041674112,332
13146,26,1,228.91,3,1,1,1.8000000000000003,Needs Attention,16,United Kingdom,9.058823529411764,14.158323134135209,0
13147,10,4,712.8000000000001,4,3,3,3.4,Loyal,1,United Kingdom,36.0,68.58921197972755,89
13148,29,12,3707.12,3,4,4,3.6000000000000005,Champions,231,United Kingdom,6.191222570532916,9.09854415709852,335
13149,14,4,1676.06,4,3,4,3.7,Champions,76,United Kingdom,14.883720930232558,12.539046086985476,274
13151,296,1,1257.8700000000001,1,1,3,1.5999999999999999,Needs Attention,73,United Kingdom,4.905405405405405,9.517896244776132,0
13153,6,1,486.22,4,1,2,2.5,Needs Attention,15,United Kingdom,27.866666666666667,40.68028688385052,0
13155,33,4,971.76,3,3,3,3.0,Loyal,67,United Kingdom,5.847058823529411,8.932254675356841,335
13157,49,4,1741.22,3,3,4,3.3,Loyal,69,United Kingdom,16.54022988505747,9.976240665371849,248
13158,95,4,1201.06,2,3,3,2.5999999999999996,Loyal,59,United Kingdom,9.924050632911392,6.350932643304625,224
13159,9,4,1437.85,4,3,3,3.4,Loyal,114,United Kingdom,8.75206611570248,7.729622979483455,106
13160,22,1,91.8,3,1,1,1.8000000000000003,Needs Attention,4,United Kingdom,14.0,9.367496997597597,0
13161,313,1,112.75,1,1,1,1.0,At Risk,8,United Kingdom,3.625,8.528458138156376,0
13162,122,4,1688.29,2,3,4,2.9,Loyal,74,United Kingdom,21.68354430379747,14.115659768421217,212
13165,46,2,1021.48,3,2,3,2.7,Loyal,40,United Kingdom,32.76190476190476,23.382023093584024,305
13166,283,1,417.2,1,1,2,1.2999999999999998,At Risk,39,United Kingdom,5.2682926829268295,7.05418423660046,0
13167,19,4,791.33,3,3,3,3.0,Loyal,51,United Kingdom,12.076923076923077,8.613748815344346,125
13168,36,4,1319.19,3,3,3,3.0,Loyal,102,United Kingdom,5.206106870229007,8.392117820608433,281
13169,64,2,712.88,2,2,3,2.3,Needs Attention,11,United Kingdom,20.923076923076923,54.94673229359132,188
13170,27,1,116.00999999999999,3,1,1,1.8000000000000003,Needs Attention,29,United Kingdom,4.59375,2.497960438198822,0
13171,22,3,468.41,3,3,2,2.7,Loyal,37,United Kingdom,4.978260869565218,13.736679796652059,277
13173,4,2,353.65,4,2,2,2.8000000000000003,Loyal,41,United Kingdom,6.441860465116279,6.17069159600275,363
13174,16,3,2817.03,4,3,4,3.7,Champions,228,United Kingdom,4.442675159235669,7.891525615104567,352
13176,46,1,492.84,3,1,2,2.1,Needs Attention,66,United Kingdom,6.291666666666667,6.499168527534563,0
13177,65,1,282.45,2,1,1,1.4000000000000001,At Risk,17,United Kingdom,5.352941176470588,2.402067124496781,0
13178,26,11,5725.47,3,4,4,3.6000000000000005,Champions,95,United Kingdom,13.471698113207546,12.183851294641027,334
13182,45,1,121.18,3,1,1,1.8000000000000003,Needs Attention,11,United Kingdom,18.272727272727273,3.564410954778567,0
13183,8,9,3957.78,4,4,4,4.0,Champions,51,United Kingdom,23.48936170212766,41.05960779262501,326
13184,15,10,1701.29,4,4,4,4.0,Champions,138,United Kingdom,9.348066298342541,9.70112812258599,275
13185,268,1,71.4,1,1,1,1.0,At Risk,1,United Kingdom,12.0,0.0,0
13186,40,3,1575.89,3,3,3,3.0,Loyal,69,United Kingdom,10.379746835443038,9.247854550879502,89
13187,337,1,236.02,1,1,1,1.0,At Risk,37,United Kingdom,2.5675675675675675,5.134776195373717,0
13188,11,1,114.60000000000001,4,1,1,2.2,Needs Attention,2,United Kingdom,12.5,59.82123368838193,0
13189,19,2,260.68,3,2,1,2.1,Needs Attention,29,United Kingdom,29.03448275862069,4.765313919225938,96
13192,95,2,911.94,2,2,3,2.3,Needs Attention,57,United Kingdom,9.444444444444445,4.8288841485187515,109
13193,61,1,117.88,2,1,1,1.4000000000000001,At Risk,22,United Kingdom,1.7241379310344827,4.053620622083824,0
13194,136,1,60.7,2,1,1,1.4000000000000001,At Risk,3,United Kingdom,8.666666666666666,12.691072978016214,0
13196,11,4,1797.78,4,3,4,3.7,Champions,97,United Kingdom,11.127272727272727,8.565039183419493,250
13198,10,6,3401.2400000000002,4,4,4,4.0,Champions,199,United Kingdom,11.716814159292035,6.137832402067542,351
13199,4,38,9817.12,4,4,4,4.0,Champions,48,United Kingdom,51.89915966386555,72.05896798929794,363
13200,19,4,870.09,3,3,3,3.0,Loyal,42,United Kingdom,11.217391304347826,13.46187369326177,107
13203,10,4,869.46,4,3,3,3.4,Loyal,56,United Kingdom,14.035087719298245,8.033449630757936,232
13207,15,2,250.26000000000002,4,2,1,2.5,Needs Attention,7,United Kingdom,16.25,19.08126511978251,135
13208,59,6,1223.9,2,4,3,2.9,Loyal,124,United Kingdom,5.395973154362416,6.75690587807511,250
13209,30,8,5891.61,3,4,4,3.6000000000000005,Champions,255,United Kingdom,13.249221183800623,11.500654173541285,331
13210,94,1,353.48,2,1,2,1.7000000000000002,Needs Attention,22,United Kingdom,14.363636363636363,6.031092597703831,0
13211,10,3,1197.42,4,3,3,3.4,Loyal,45,United Kingdom,15.607142857142858,41.5978631553462,350
13212,20,3,788.08,3,3,3,3.0,Loyal,128,United Kingdom,2.183098591549296,5.513017089292441,41
13213,57,5,1520.58,2,4,3,2.9,Loyal,82,United Kingdom,15.11111111111111,9.658203499174197,142
13216,268,1,333.74,1,1,2,1.2999999999999998,At Risk,5,United Kingdom,59.4,33.546316042152824,0
13217,122,3,533.98,2,3,2,2.3,Needs Attention,3,United Kingdom,65.5,83.11892744736305,34
13218,127,1,62.63999999999999,2,1,1,1.4000000000000001,At Risk,5,United Kingdom,17.6,5.922458948781324,0
13220,78,4,819.2900000000001,2,3,3,2.5999999999999996,Loyal,18,United Kingdom,9.333333333333334,45.97204644957525,158
13221,240,2,847.41,1,2,3,1.9,Needs Attention,62,United Kingdom,3.696969696969697,9.85428113630247,119
13223,200,2,163.20000000000002,1,2,1,1.3,At Risk,5,United Kingdom,17.6,38.11676796371906,31
13224,60,2,2155.95,2,2,4,2.5999999999999996,Loyal,101,United Kingdom,14.055555555555555,21.87519890964305,91
13225,3,7,6463.84,4,4,4,4.0,Champions,23,United Kingdom,106.75,112.59705445067266,358
13226,273,1,108.21000000000001,1,1,1,1.0,At Risk,16,United Kingdom,5.0,4.14974974145028,0
13227,202,1,257.7,1,1,1,1.0,At Risk,9,United Kingdom,11.0,22.122895380125993,0
13228,81,1,358.0,2,1,2,1.7000000000000002,Needs Attention,2,United Kingdom,100.0,0.0,0
13229,226,1,160.95,1,1,1,1.0,At Risk,10,United Kingdom,6.3,2.809848750377856,0
13230,4,14,2806.97,4,4,4,4.0,Champions,393,United Kingdom,2.7250409165302782,6.168081474164608,360
13232,13,7,1357.6,4,4,3,3.6999999999999997,Champions,147,United Kingdom,3.758454106280193,5.938537668268733,230
13233,74,2,605.12,2,2,2,2.0,Needs Attention,43,United Kingdom,23.348837209302324,8.051814374951906,261
13235,212,1,1031.07,1,1,3,1.5999999999999999,Needs Attention,53,United Kingdom,7.603448275862069,14.194793214986015,0
13236,25,2,744.85,3,2,3,2.7,Loyal,34,United Kingdom,11.555555555555555,7.246429854412491,82
13238,17,4,700.73,4,3,3,3.4,Loyal,20,United Kingdom,9.612903225806452,15.388639050544949,343
13239,262,1,329.56,1,1,2,1.2999999999999998,At Risk,21,United Kingdom,15.571428571428571,8.929287952201639,0
13240,96,4,663.65,2,3,2,2.3,Needs Attention,59,United Kingdom,4.447761194029851,6.147789787175539,269
13242,112,3,270.40000000000003,2,3,1,2.0,Needs Attention,12,United Kingdom,10.0,0.0,101
13243,203,1,600.07,1,1,2,1.2999999999999998,At Risk,56,United Kingdom,4.017241379310345,6.34719911696246,0
13244,93,1,121.74000000000001,2,1,1,1.4000000000000001,At Risk,27,United Kingdom,1.4074074074074074,2.2246474799968667,0
13245,51,1,430.5,3,1,2,2.1,Needs Attention,16,United Kingdom,7.8125,8.408425833650433,0
13246,18,6,1987.3,4,4,4,4.0,Champions,110,United Kingdom,11.361702127659575,27.514398965553724,312
13247,18,4,501.12,4,3,2,3.1,Loyal,18,United Kingdom,13.12,11.810156688206979,64
13248,125,2,465.68,2,2,2,2.0,Needs Attention,25,United Kingdom,11.73076923076923,5.222703455550141,64
13249,92,3,711.41,2,3,3,2.5999999999999996,Loyal,21,United Kingdom,23.73913043478261,54.124995310773976,168
13253,157,2,1030.4,1,2,3,1.9,Needs Attention,35,United Kingdom,43.666666666666664,32.22321781494217,182
13255,9,2,399.51,4,2,2,2.8000000000000003,Loyal,13,United Kingdom,13.615384615384615,21.30580353102328,364
13258,12,3,698.58,4,3,3,3.4,Loyal,28,United Kingdom,7.552631578947368,16.65226864197815,193
13259,62,1,292.32,2,1,1,1.4000000000000001,At Risk,77,United Kingdom,1.5172413793103448,3.397778343921011,0
13260,61,1,557.62,2,1,2,1.7000000000000002,Needs Attention,8,United Kingdom,17.75,69.16298385490815,0
13261,269,2,944.1,1,2,3,1.9,Needs Attention,8,United Kingdom,23.333333333333332,26.09913791679718,17
13262,263,1,200.29,1,1,1,1.0,At Risk,11,United Kingdom,11.363636363636363,12.608407368245855,0
13263,1,35,7454.07,4,4,4,4.0,Champions,450,United Kingdom,2.8503279666070362,4.819827554026414,323
13265,53,5,2107.66,2,4,4,3.2,Loyal,66,United Kingdom,19.252747252747252,28.16994286471347,220
13266,11,12,3834.2599999999998,4,4,4,4.0,Champions,82,United Kingdom,23.67914438502674,16.433490017229982,245
13267,3,19,4521.49,4,4,4,4.0,Champions,88,United Kingdom,9.33175355450237,10.660588013580949,364
13268,18,11,3214.69,4,4,4,4.0,Champions,257,United Kingdom,8.313636363636364,6.282224598787329,249
13269,1,15,5346.2300000000005,4,4,4,4.0,Champions,177,United Kingdom,11.120253164556962,16.37024481691346,368
13270,366,1,590.0,1,1,2,1.2999999999999998,At Risk,1,United Kingdom,200.0,0.0,0
13271,37,1,217.38,3,1,1,1.8000000000000003,Needs Attention,79,United Kingdom,2.6354166666666665,2.428154513638962,0
13272,31,2,276.56,3,2,1,2.1,Needs Attention,15,United Kingdom,6.4,4.787839457068988,58
13273,113,1,138.98,2,1,1,1.4000000000000001,At Risk,16,United Kingdom,9.5625,6.2233215943470785,0
13276,64,2,590.9300000000001,2,2,2,2.0,Needs Attention,30,United Kingdom,5.366666666666666,8.797130677722116,36
13277,16,4,258.4,4,3,1,2.8,Loyal,5,United Kingdom,22.0,10.95536398299938,117
13278,41,1,542.73,3,1,2,2.1,Needs Attention,46,United Kingdom,11.673913043478262,8.509807927690469,0
13279,78,1,137.75,2,1,1,1.4000000000000001,At Risk,9,United Kingdom,8.11111111111111,6.880111029465861,0
13280,122,3,814.86,2,3,3,2.5999999999999996,Loyal,67,United Kingdom,6.141176470588236,5.562869153709129,214
13282,18,3,1132.14,4,3,3,3.4,Loyal,29,United Kingdom,8.297297297297296,21.560551620637774,202
13283,60,2,93.66,2,2,1,1.7,Needs Attention,7,United Kingdom,12.857142857142858,6.437556472244211,125
13284,331,1,201.19,1,1,1,1.0,At Risk,13,United Kingdom,7.0,5.157613366764287,0
13285,23,4,2709.12,3,3,4,3.3,Loyal,157,United Kingdom,10.967914438502675,5.071008419728948,266
13291,156,1,361.11,1,1,2,1.2999999999999998,At Risk,41,United Kingdom,5.5476190476190474,8.506086066706358,0
13292,39,2,578.9399999999999,3,2,2,2.4000000000000004,Needs Attention,29,United Kingdom,11.193548387096774,6.875368517982473,245
13294,190,2,873.74,1,2,3,1.9,Needs Attention,48,United Kingdom,8.38888888888889,4.6972087106661915,59
13295,360,1,201.20000000000002,1,1,1,1.0,At Risk,10,United Kingdom,8.2,3.692876024636264,0
13296,137,1,87.4,2,1,1,1.4000000000000001,At Risk,5,United Kingdom,15.6,9.701907029033002,0
13297,8,4,2089.85,4,3,4,3.7,Champions,52,United Kingdom,16.322033898305083,21.172995983396312,59
13298,1,1,360.0,4,1,2,2.5,Needs Attention,2,United Kingdom,48.0,127.27922061357856,0
13299,268,1,142.5,1,1,1,1.0,At Risk,5,United Kingdom,6.0,18.198901065723717,0
13300,169,1,371.89,1,1,2,1.2999999999999998,At Risk,20,United Kingdom,10.15,5.371834416658801,0
13301,104,4,618.09,2,3,2,2.3,Needs Attention,75,United Kingdom,4.2592592592592595,6.385995180427594,188
13302,155,1,63.75,1,1,1,1.0,At Risk,1,United Kingdom,5.0,0.0,0
13304,351,1,300.42,1,1,1,1.0,At Risk,21,United Kingdom,11.333333333333334,3.779695188012614,0
13305,4,10,2000.86,4,4,4,4.0,Champions,50,United Kingdom,15.209876543209877,12.442561976915476,368
13307,120,1,15.0,2,1,1,1.4000000000000001,At Risk,1,United Kingdom,4.0,0.0,0
13308,23,3,1385.51,3,3,3,3.0,Loyal,49,United Kingdom,15.61111111111111,24.120707062384767,180
13309,7,5,1456.79,4,4,3,3.6999999999999997,Champions,82,United Kingdom,14.429906542056075,5.487427373394152,301
13310,28,3,1132.03,3,3,3,3.0,Loyal,65,United Kingdom,8.152777777777779,3.552700220068902,296
13311,4,2,598.57,4,2,2,2.8000000000000003,Loyal,25,United Kingdom,11.73076923076923,21.079296196833663,145
13313,22,5,1555.32,3,4,3,3.3000000000000003,Loyal,47,United Kingdom,10.91025641025641,9.524327838709711,317
13314,2,3,775.94,4,3,3,3.4,Loyal,55,United Kingdom,9.03225806451613,5.698362934869398,72
13316,37,4,5977.7300000000005,3,3,4,3.3,Loyal,66,United Kingdom,79.86206896551724,77.35748456607678,217
13317,66,6,2273.68,2,4,4,3.2,Loyal,100,United Kingdom,8.346774193548388,6.07957298319644,292
13318,1,3,640.76,4,3,2,3.1,Loyal,14,United Kingdom,15.2,26.469095305956138,36
13319,5,26,10845.550000000001,4,4,4,4.0,Champions,209,United Kingdom,9.92436974789916,14.40839725003808,360
13320,78,4,1548.7,2,3,3,2.5999999999999996,Loyal,77,United Kingdom,10.339622641509434,4.681138226365423,135
13321,72,2,567.36,2,2,2,2.0,Needs Attention,10,United Kingdom,33.81818181818182,64.266079671656,14
13322,17,1,199.48000000000002,4,1,1,2.2,Needs Attention,25,United Kingdom,4.68,8.641981312176044,0
13323,3,5,787.85,4,4,3,3.6999999999999997,Champions,6,United Kingdom,8.333333333333334,42.10373894719248,81
13324,36,10,7121.95,3,4,4,3.6000000000000005,Champions,25,United Kingdom,69.4,63.94867748634253,324
13325,82,1,675.3,2,1,3,2.0,Needs Attention,12,United Kingdom,20.0,45.28724735206671,0
13327,39,8,3627.77,3,4,4,3.6000000000000005,Champions,74,United Kingdom,14.814814814814815,22.011521468398215,326
13328,316,1,1308.48,1,1,3,1.5999999999999999,Needs Attention,17,United Kingdom,40.0,63.11562331057464,0
13329,32,2,789.0,3,2,3,2.7,Loyal,16,United Kingdom,27.235294117647058,36.814236416652406,335
13330,93,3,1140.93,2,3,3,2.5999999999999996,Loyal,37,United Kingdom,14.169811320754716,12.377610305104206,223
13332,14,1,350.9,4,1,2,2.5,Needs Attention,21,United Kingdom,8.523809523809524,3.4650389264631296,0
13334,82,3,3536.82,2,3,4,2.9,Loyal,207,United Kingdom,6.619402985074627,9.200495209325384,223
13336,77,1,795.12,2,1,3,2.0,Needs Attention,51,United Kingdom,10.96078431372549,3.9830809239907263,0
13338,158,1,487.02,1,1,2,1.2999999999999998,At Risk,19,United Kingdom,13.473684210526315,28.47271985644139,0
13339,201,1,860.12,1,1,3,1.5999999999999999,Needs Attention,54,United Kingdom,6.037037037037037,4.7164293633958065,0
13340,45,7,10736.48,3,4,4,3.6000000000000005,Champions,128,United Kingdom,43.059701492537314,62.82835606921988,231
13341,261,1,775.85,1,1,3,1.5999999999999999,Needs Attention,42,United Kingdom,7.166666666666667,11.596510210871537,0
13343,178,1,353.43,1,1,2,1.2999999999999998,At Risk,19,United Kingdom,7.105263157894737,8.686013190537924,0
13344,68,3,2543.72,2,3,4,2.9,Loyal,115,United Kingdom,8.159663865546218,27.83635077680172,209
13345,288,1,389.5,1,1,2,1.2999999999999998,At Risk,20,United Kingdom,7.05,7.682832879389709,0
13347,70,1,341.36,2,1,2,1.7000000000000002,Needs Attention,8,United Kingdom,25.625,8.849490703666833,0
13348,64,1,233.76,2,1,1,1.4000000000000001,At Risk,14,United Kingdom,9.714285714285714,7.690140969570593,0
13349,11,1,247.32,4,1,1,2.2,Needs Attention,16,United Kingdom,14.0625,10.357111244615139,0
13350,16,2,979.12,4,2,3,3.1,Loyal,36,United Kingdom,7.175,14.9371715305587,63
13351,66,1,373.94,2,1,2,1.7000000000000002,Needs Attention,16,United Kingdom,7.3125,8.333968142487706,0
13352,60,1,397.97999999999996,2,1,2,1.7000000000000002,Needs Attention,24,United Kingdom,13.375,8.598097489257876,0
13354,71,1,743.53,2,1,3,2.0,Needs Attention,51,United Kingdom,11.843137254901961,6.41300904565149,0
13355,122,1,674.7,2,1,3,2.0,Needs Attention,32,United Kingdom,9.8125,15.690450339452934,0
13356,80,1,768.24,2,1,3,2.0,Needs Attention,42,United Kingdom,7.738095238095238,8.719023096830643,0
13357,257,1,609.95,1,1,2,1.2999999999999998,At Risk,85,United Kingdom,3.577777777777778,5.827570470660296,0
13358,269,1,439.03,1,1,2,1.2999999999999998,At Risk,29,United Kingdom,9.827586206896552,7.954944259851222,0
13359,64,1,439.56,2,1,2,1.7000000000000002,Needs Attention,23,United Kingdom,7.0,9.694044237359831,0
13362,9,4,3090.7400000000002,4,3,4,3.7,Champions,128,United Kingdom,8.325301204819278,8.247273564113716,278
13363,18,2,992.5,4,2,3,3.1,Loyal,47,United Kingdom,11.833333333333334,8.483892847809155,26
13364,71,1,134.95999999999998,2,1,1,1.4000000000000001,At Risk,10,United Kingdom,7.1,5.183965020458118,0
13365,34,2,2225.37,3,2,4,3.0,Loyal,122,United Kingdom,9.7421875,9.12429461698974,184
13366,50,1,56.160000000000004,3,1,1,1.8000000000000003,Needs Attention,1,United Kingdom,144.0,0.0,0
13368,257,2,623.4,1,2,2,1.6,Needs Attention,29,United Kingdom,11.275862068965518,11.349759996160419,80
13369,366,1,308.28000000000003,1,1,2,1.2999999999999998,At Risk,14,United Kingdom,10.642857142857142,12.559338542112187,0
13370,372,1,754.87,1,1,3,1.5999999999999999,Needs Attention,39,United Kingdom,8.794871794871796,6.99184893658014,0
13372,90,1,378.64,2,1,2,1.7000000000000002,Needs Attention,23,United Kingdom,6.913043478260869,8.9308898148715,0
13373,61,3,3312.25,2,3,4,2.9,Loyal,135,United Kingdom,10.449367088607595,14.542914190230254,215
13375,89,1,778.65,2,1,3,2.0,Needs Attention,37,United Kingdom,11.945945945945946,15.965687616920263,0
13376,99,3,1019.76,2,3,3,2.5999999999999996,Loyal,45,United Kingdom,9.30188679245283,10.131652202011548,135
13379,26,3,572.56,3,3,2,2.7,Loyal,85,United Kingdom,6.195876288659794,5.42538814192587,110
13381,32,6,3639.31,3,4,4,3.6000000000000005,Champions,77,United Kingdom,11.796511627906977,11.383709362571112,267
13382,281,1,222.99,1,1,1,1.0,At Risk,15,United Kingdom,8.733333333333333,2.179678220026329,0
13384,31,7,4151.93,3,4,4,3.6000000000000005,Champions,123,United Kingdom,15.93421052631579,26.15121809472929,147
13385,330,1,534.57,1,1,2,1.2999999999999998,At Risk,35,United Kingdom,8.028571428571428,7.62667028682016,0
13388,131,2,677.1,2,2,3,2.3,Needs Attention,35,United Kingdom,8.057142857142857,10.324687514346746,0
13389,11,3,797.96,4,3,3,3.4,Loyal,50,United Kingdom,8.411764705882353,4.753600723991999,221
13390,75,1,544.08,2,1,2,1.7000000000000002,Needs Attention,13,United Kingdom,17.23076923076923,37.67481345980055,0
13391,204,1,59.8,1,1,1,1.0,At Risk,1,United Kingdom,4.0,0.0,0
13394,2,8,2520.02,4,4,4,4.0,Champions,124,United Kingdom,15.432258064516128,13.213158851895056,308
13395,185,1,307.72,1,1,2,1.2999999999999998,At Risk,21,United Kingdom,16.0,7.947898674073126,0
13396,29,2,1360.99,3,2,3,2.7,Loyal,42,United Kingdom,13.953488372093023,21.841598015620768,290
13397,73,5,1544.13,2,4,3,2.9,Loyal,28,United Kingdom,11.31578947368421,33.35034468398402,266
13398,192,1,457.34,1,1,2,1.2999999999999998,At Risk,26,United Kingdom,10.807692307692308,7.074953003377479,0
13402,127,2,621.23,2,2,2,2.0,Needs Attention,32,United Kingdom,12.282051282051283,11.68546505951817,244
13403,18,1,75.0,4,1,1,2.2,Needs Attention,3,United Kingdom,14.666666666666666,17.320508075688775,0
13404,1,2,252.49,4,2,1,2.5,Needs Attention,11,United Kingdom,10.090909090909092,14.536098701320977,211
13405,74,3,572.451,2,3,2,2.3,Needs Attention,25,United Kingdom,6.111111111111111,8.42722603476527,243
13408,2,62,28117.04,4,4,4,4.0,Champions,234,United Kingdom,33.9581589958159,47.9487119022129,371
13410,24,5,1003.06,3,4,3,3.3000000000000003,Loyal,15,United Kingdom,18.5,21.802917272404205,267
13411,107,1,213.55,2,1,1,1.4000000000000001,At Risk,17,United Kingdom,4.0,9.207474673833268,0
13414,134,3,1390.5,2,3,3,2.5999999999999996,Loyal,23,United Kingdom,65.58333333333333,109.42187287303888,162
13416,44,2,712.5,3,2,3,2.7,Loyal,11,United Kingdom,7.473684210526316,19.996944210998286,37
13417,5,2,640.83,4,2,2,2.8000000000000003,Loyal,26,United Kingdom,5.785714285714286,7.803308915226606,200
13418,12,18,6127.43,4,4,4,4.0,Champions,223,United Kingdom,12.888157894736842,24.158793715916154,360
13419,64,1,221.06,2,1,1,1.4000000000000001,At Risk,16,United Kingdom,17.1875,7.5965473517030535,0
13420,150,2,159.85,1,2,1,1.3,At Risk,8,United Kingdom,12.625,10.408236350533718,20
13421,40,2,1851.08,3,2,4,3.0,Loyal,88,United Kingdom,11.35576923076923,15.354683186021514,249
13422,64,1,2626.3,2,1,4,2.3,Needs Attention,127,United Kingdom,10.440944881889763,10.219026283737925,0
13425,108,3,1624.21,2,3,3,2.5999999999999996,Loyal,66,United Kingdom,14.397435897435898,16.471293130350983,186
13426,1,10,3641.32,4,4,4,4.0,Champions,103,United Kingdom,14.299363057324841,26.29119129206155,358
13427,19,3,582.6,3,3,2,2.7,Loyal,25,United Kingdom,18.79310344827586,14.694614777130969,195
13428,10,1,218.47,4,1,1,2.2,Needs Attention,70,United Kingdom,2.108108108108108,2.218670802435917,0
13429,11,4,1006.8,4,3,3,3.4,Loyal,55,United Kingdom,20.746268656716417,8.762166469501606,64
13430,19,2,679.45,3,2,3,2.7,Loyal,48,United Kingdom,15.326530612244898,8.93528322016095,67
13431,67,2,1269.1,2,2,3,2.3,Needs Attention,44,United Kingdom,14.608695652173912,29.021920820578746,21
13434,74,2,534.24,2,2,2,2.0,Needs Attention,9,United Kingdom,30.0,66.7406874402714,22
13435,5,7,3809.8900000000003,4,4,4,4.0,Champions,68,United Kingdom,21.07920792079208,42.77515274243464,183
13436,2,1,196.89,4,1,1,2.2,Needs Attention,12,United Kingdom,6.333333333333333,4.698021101775434,0
13437,14,7,3408.06,4,4,4,4.0,Champions,143,United Kingdom,7.682634730538922,12.886832986352841,175
13439,255,1,283.71,1,1,1,1.0,At Risk,54,United Kingdom,4.481481481481482,3.6631399134017846,0
13441,92,1,296.64,2,1,1,1.4000000000000001,At Risk,13,United Kingdom,15.692307692307692,19.995610287491374,0
13447,23,3,1129.14,3,3,3,3.0,Loyal,55,United Kingdom,9.898305084745763,10.47089476459605,12
13448,17,6,3539.37,4,4,4,4.0,Champions,137,United Kingdom,8.512820512820513,12.969772972552601,357
13449,24,1,291.88,3,1,1,1.8000000000000003,Needs Attention,19,United Kingdom,11.68421052631579,7.659206935263793,0
13450,27,6,2043.7199999999998,3,4,4,3.6000000000000005,Champions,32,United Kingdom,27.91549295774648,19.922715094595983,191
13451,26,5,2976.15,3,4,4,3.6000000000000005,Champions,315,United Kingdom,4.851015801354402,4.94770480610247,308
13452,259,2,590.0,1,2,2,1.6,Needs Attention,1,United Kingdom,1.0,0.0,11
13453,166,2,356.97999999999996,1,2,2,1.6,Needs Attention,16,United Kingdom,7.882352941176471,8.167421473721785,123
13455,25,2,1058.34,3,2,3,2.7,Loyal,42,United Kingdom,7.695652173913044,11.839684386706073,341
13456,18,6,1766.72,4,4,4,4.0,Champions,43,United Kingdom,12.142857142857142,35.71479172309228,189
13458,7,14,9646.57,4,4,4,4.0,Champions,242,United Kingdom,14.418848167539267,18.459534797549512,352
13460,29,2,183.44,3,2,1,2.1,Needs Attention,16,United Kingdom,16.823529411764707,3.426091925554967,20
13461,39,3,1445.0,3,3,3,3.0,Loyal,14,United Kingdom,43.333333333333336,27.603762801431994,124
13462,253,1,151.5,1,1,1,1.0,At Risk,9,United Kingdom,6.888888888888889,2.9141894241795603,0
13464,58,1,674.68,2,1,3,2.0,Needs Attention,41,United Kingdom,9.829268292682928,5.792594862745232,0
13466,184,1,307.9,1,1,2,1.2999999999999998,At Risk,17,United Kingdom,15.235294117647058,6.626737729922355,0
13467,11,2,1083.71,4,2,3,3.1,Loyal,89,United Kingdom,5.898989898989899,9.402501096008507,25
